45,regla,Belleza,88,Nebula,94080
46,microondas,Deporte,22,Kia,55000
47,mochila,Jardineria,67,Adidas,83130
48,subrayador,Juegos,35,Intel,14210
49,escritorio,Cine,90,AstroTech,77400
50,alfombra,Tecnologia,58,CosmicNexus,48550
51,caja,Jardineria,64,Galaxia,15800
52,carpeta,Comida,94,Mazda,15240
53,cuchara,Musica,38,Zepto,45940
54,colchon,Fotografia,50,NebulaX,98320
55,almohada,Turismo,21,Cosmic,69020
56,reloj,Fotografia,88,NebulaPro,55510
57,marcador,Automovil,16,NebulaX,23500
58,etiquetas,Cine,22,Mazda,45600
59,cinta adhesiva,Limpieza,70,Honda,53470
60,destornillador,Deporte,90,OrbitalNexus,32130
61,llave inglesa,Automovil,69,Mazda,58280
62,corrector,Moda,44,Quasar,80220
63,sofa,Comida,76,CosmicNexus,62110
64,shampoo,Fotografia,84,Xero,51700
65,cinta adhesiva,Arte,17,CosmicX,83460
66,marcador,Belleza,87,Zeno,55240
67,corrector,Automovil,32,OrbitalX,55400
68,martillo,Jardineria,7,Microsoft,21980
69,caja,Tecnologia,17,AstroNexus,51600
70,resaltador,Limpieza,81,OrbitalX,91050
71,impresora,Ciencia,23,CosmicWave,60940
72,cuchillo,Juegos,90,Ventura,98420
73,almohada,Finanzas,51,NebulaTech,96560
74,corrector,Comida,68,Orbit,16020
75,colchon,Finanzas,26,Nova,68560
76,boligrafo,Ciencia,50,CosmicWave,60660
77,toalla,Juegos,90,NanoTech,69100
78,jarra,Juegos,52,Apple,96380
79,cafetera,Turismo,13,Amazon,50190
80,marcador,Deporte,72,Nike,53440
81,impresora,Entretenimiento,82,Quasar,66690
82,carpeta,Cine,83,OrbitalPro,60900
83,cacerola,Limpieza,8,OrbitalPro,65690
84,cuaderno,Jardineria,66,Xero,80520
85,jarra,Automovil,88,AstroNexus,53950
86,figura,Ciencia,11,Pepsi,47460
87,olla,Lectura,55,Orbital,75770
88,bol,Comida,65,Hyundai,52890
89,impresora,Cine,11,Honda,75600
90,papel,Fotografia,10,Coca-Cola,18930
91,kit de herramientas,Moda,77,NebulaNexus,55170
92,caja,Musica,95,AstroTech,62220
93,tijeras,Jardineria,90,Amazon,72190
94,cafetera,Lectura,60,Astro,58300
95,lapiz,Cine,56,Nissan,11620
96,toalla,Comida,23,Nova,31050
97,reloj,Comida,62,OrbitalX,71710
98,lampara,Moda,7,Hyundai,33830
99,pincel,Arte,33,Quasar,49310
100,sofa,Bricolaje,24,Hyundai,73480
101,lapicero,Juegos,61,Amazon,90090
102,hervidor,Arte,71,Samsung,53780
103,gomas,Jardineria,69,NebulaNexus,40730
104,almohada,Ciencia,97,CosmicNexus,69980
105,microondas,Arte,6,McDonalds,46240
106,consola,Finanzas,96,Chevrolet,82590
107,silla,Lectura,18,Amazon,52680
108,teclado,Bricolaje,10,OrbitalPro,55080
109,mochila,Finanzas,4,Microsoft,43640
110,bol,Arte,54,Coca-Cola,99410
111,tele,Automovil,57,OrbitalPro,71960
112,candelabro,Belleza,61,Mazda,58320
113,exprimidor,Belleza,33,Amazon,24970
114,horno,Fotografia,0,Nissan,53680
115,shampoo,Entretenimiento,65,Nebula,99800
116,bolsillo,Deporte,8,CosmicPro,20820
117,zapatos,Arte,27,NebulaNexus,51270
118,alfombra,Deporte,45,NebulaNexus,63080
119,candelabro,Automovil,9,Orbit,46400
120,vaso,Lectura,6,CosmicWave,72450
121,alfombra,Arte,91,OrbitalX,53740
122,bolsillo,Jardineria,36,NebulaPro,84800
123,martillo,Ciencia,18,Xero,47630
124,estanteria,Deporte,86,Honda,44330
125,herramientataladro,Ciencia,47,Microsoft,48960
126,persiana,Turismo,89,Adidas,13300
127,papel,Musica,78,Amazon,27730
128,mueble,Tecnologia,98,CosmicX,32480
129,caja,Comida,5,Nissan,70750
130,vaso,Belleza,63,McDonalds,21190
131,etiquetas,Tecnologia,12,Coca-Cola,96460
132,recipiente,Tecnologia,76,Pepsi,36500
133,clavos,Jardineria,18,Cosmo,88580
134,shampoo,Fotografia,89,Adidas,92810
135,colchon,Bricolaje,29,AstroNexus,58670
136,vaso,Cine,31,Nebula,27140
137,boligrafo,Arte,36,Sony,57650
138,resaltador,Turismo,16,Quasar,50880
139,persiana,Cine,78,Galaxia,98250
140,portatil,Turismo,9,Microsoft,98050
141,licuadora,Jardineria,94,Aurora,94400
142,vaso,Automovil,9,Orbit,42340
143,etiquetas,Juegos,71,Aurora,72230
144,batidora,Turismo,99,Amazon,93100
145,recipiente,Lectura,78,NanoTech,87190
146,brocha,Automovil,98,CosmicNexus,10920
147,carpeta,Limpieza,43,OrbitalPro,97120
148,tostadora,Arte,10,Cosmic,98650
149,plato,Limpieza,85,Nissan,97350
150,celular,Cine,69,NebulaPro,51060
151,juguete,Moda,58,Pepsi,66730
152,juego de mesa,Ciencia,52,Orbital,40250
153,escritorio,Tecnologia,48,AstroNexus,10410
154,cuchara,Automovil,63,Orbit,16410
155,cojin,Cine,37,CosmicX,32420
156,juego de mesa,Turismo,84,Adidas,70220
157,tijeras,Entretenimiento,88,TecniCo,84850
158,lapiz,Turismo,2,NebulaTech,58540
159,mouse,Tecnologia,10,Quasar,65320
160,estanteria,Automovil,23,Ford,96340
161,corrector,Entretenimiento,61,Quasar,12270
162,impresora,Belleza,49,CosmicWave,96030
163,subrayador,Arte,61,Xero,99050
164,consola,Finanzas,46,AstroTech,67400
165,plato,Tecnologia,67,Intel,43010
166,toalla,Deporte,89,Coca-Cola,21700
167,bolsillo,Lectura,30,Zeno,73030
168,maletin,Lectura,60,TecniCo,21430
169,teclado,Cine,85,AstroTech,44340
170,pega,Cine,98,NebulaTech,33770
171,zapatos,Jardineria,62,Zepto,60220
172,mochila,Finanzas,79,Nissan,77580
173,reloj de pared,Musica,26,Hyperion,19200
174,gomas,Deporte,33,Aurora,35050
175,martillo,Tecnologia,54,Xero,62640
176,bolsillo,Deporte,29,Starlight,56120
177,cortina,Arte,32,OrbitalPro,51750
178,vajilla,Musica,46,Sony,13360
179,mouse,Jardineria,2,NebulaX,99380
180,pendrive,Comida,53,Cosmo,45690
181,plato,Bricolaje,28,Nova,49170
182,tele,Musica,14,Nebula,83910
183,lapiz,Lectura,18,OrbitalX,61410
184,pluma,Deporte,71,Nissan,29330
185,sofa,Arte,97,Honda,92710
186,nevera,Moda,53,Honda,53640
187,martillo,Deporte,36,Kia,73580
188,olla a presion,Lectura,27,Hyperion,69990
189,pincel,Musica,32,OrbitalPro,99230
190,almohada,Fotografia,20,Sony,59110
191,llave inglesa,Belleza,51,Samsung,86910
192,cuchara,Belleza,4,Pepsi,60900
193,mueble,Lectura,83,Hyperion,15080
194,carpeta de archivo,Fotografia,61,OrbitalNexus,14110
195,regla,Tecnologia,61,NanoTech,31470
196,vajilla,Moda,62,Honda,68040
197,nevera,Bricolaje,78,Adidas,56640
198,tablet,Fotografia,62,NebulaX,15650
199,cortina,Limpieza,63,Hyperion,37890
200,vaso,Automovil,65,McDonalds,66580
201,estanteria,Limpieza,26,CosmicPro,18630
202,dron,Moda,21,Honda,98180
203,tenedor de ensalada,Arte,41,Cosmic,86680
204,papel,Limpieza,4,CosmicNexus,32570
205,balon,Finanzas,82,Apple,13880
206,herramientataladro,Entretenimiento,92,Orbital,24380
207,olla a presion,Cine,37,Intel,80780
208,jarra,Automovil,16,Toyota,25110
209,horno,Entretenimiento,70,Aurora,52340
210,subrayador,Arte,12,AstroTech,54340
211,pincel,Turismo,89,Adidas,19140
212,carpeta de archivo,Finanzas,53,CosmicPro,67200
213,marcador,Moda,9,Sony,69840
214,pincel,Moda,59,Intel,21090
215,tostadora,Belleza,12,OrbitalX,24590
216,bolsa,Finanzas,94,Amazon,64210
217,kit de herramientas,Cine,12,CosmicX,90420
218,destornillador,Juegos,69,Adidas,34680
219,cinta adhesiva,Ciencia,13,CosmicWave,93080
220,cacerola,Bricolaje,43,Honda,17380
221,pega,Lectura,11,Honda,71140
222,maletin,Entretenimiento,82,InterGalactic,62770
223,celular,Turismo,33,Chevrolet,60520
224,kit de herramientas,Ciencia,33,Nissan,62630
225,cuchara,Deporte,22,CosmicX,44250
226,batidora,Belleza,44,NebulaX,46680
227,olla a presion,Cine,58,Kia,30750
228,herramientataladro,Musica,47,AstroNexus,31670
229,sarten,Automovil,72,Nike,54010
230,juego de mesa,Musica,39,OrbitalPro,74590
231,lapiz,Ciencia,33,Samsung,29620
232,subrayador,Turismo,11,AstroTech,29330
233,dron,Lectura,44,InterGalactic,90740
234,pintura,Entretenimiento,4,Microsoft,30320
235,subrayador,Juegos,90,NanoTech,33650
236,balon,Bricolaje,97,Orbit,91330
237,figura,Comida,21,Ford,78900
238,bolsa,Comida,71,InterGalactic,14700
239,pincel,Finanzas,50,Sony,76490
240,toalla,Lectura,82,Orbital,93520
241,subrayador,Limpieza,40,Orbital,14900
242,consola,Comida,33,Microsoft,74670
243,cacerola,Musica,64,Nike,14700
244,resaltador,Fotografia,61,Cosmo,32220
245,almohada,Jardineria,6,CosmicWave,56720
246,nevera,Entretenimiento,21,Hyundai,23290
247,pincel,Turismo,49,Microsoft,44440
248,olla a presion,Moda,57,OrbitalNexus,55290
249,colchon,Limpieza,52,Astro,15320
250,tenedor de ensalada,Moda,82,Intel,55600
251,shampoo,Entretenimiento,6,Zeno,47720
252,papel,Entretenimiento,70,Pepsi,35900
253,cuadro,Automovil,39,Nissan,90650
254,bol,Finanzas,47,Nebula,51530
255,decoracion,Fotografia,76,TecniCo,85860
256,jarra,Lectura,57,Cosmo,15510
257,sierra,Limpieza,43,Quasar,46570
258,celular,Tecnologia,9,NanoTech,56730
259,dron,Belleza,1,NanoTech,87170
260,tijeras,Tecnologia,53,NebulaTech,53260
261,destornillador,Ciencia,68,Hyperion,59190
262,horno,Belleza,13,Amazon,18730
263,pendrive,Tecnologia,89,NanoTech,87220
264,candelabro,Arte,100,AstroNexus,53300
265,lampara,Moda,6,Quasar,96590
266,pega,Lectura,2,Coca-Cola,44870
267,decoracion,Musica,63,NebulaTech,92490
268,papel,Belleza,92,Microsoft,98980
269,brocha,Entretenimiento,35,Ford,94900
270,maletin,Jardineria,66,Adidas,20440
271,pintura,Moda,46,CosmicPro,69070
272,cacerola,Comida,56,NanoTech,68040
273,vaso,Fotografia,90,Astro,59120
274,vajilla,Belleza,65,Orbit,96150
275,destornillador,Juegos,54,Microsoft,39970
276,figura,Deporte,47,CosmicPro,66470
277,recipiente,Comida,22,AstroTech,55850
278,cortina,Belleza,44,CosmicNexus,26230
279,decoracion,Lectura,24,Sony,26470
280,lampara,Cine,90,Nike,35780
281,vajilla,Limpieza,14,InterGalactic,86960
282,cuaderno,Comida,71,TecniCo,73660
283,reloj de pared,Cine,35,Cosmic,67880
284,maletin,Ciencia,52,Hyundai,96490
285,sabana,Moda,50,Hyundai,52400
286,consola,Deporte,6,Cosmic,77820
287,kit de herramientas,Automovil,95,Kia,90230
288,mochila,Jardineria,47,CosmicPro,10020
289,consola,Cine,38,Sony,37490
290,plato,Comida,8,Apple,13100
291,botella,Finanzas,9,Ventura,43090
292,maletin,Arte,3,Toyota,44520
293,olla,Limpieza,78,Kia,75720
294,decoracion,Bricolaje,76,Hyperion,10680
295,balon,Ciencia,74,Adidas,94140
296,lampara,Belleza,57,Ford,29250
297,cargador,Ciencia,97,NebulaX,49940
298,hervidor,Turismo,67,Nebula,42110
299,cinta adhesiva,Fotografia,66,CosmicWave,64030
300,recipiente,Lectura,45,Cosmo,32040
301,lapiz,Comida,56,Samsung,34680
302,consola,Deporte,78,CosmicPro,64140
303,brocha,Entretenimiento,91,Intel,10780
304,lapiz,Bricolaje,23,Cosmo,99240
305,sofa,Belleza,61,Nova,62110
306,camara,Entretenimiento,69,Galaxia,94520
307,cafetera,Entretenimiento,38,OrbitalPro,61730
308,teclado,Entretenimiento,80,Pepsi,31290
309,celular,Deporte,19,NebulaNexus,64480
310,alfombra,Tecnologia,36,NanoTech,21360
311,subrayador,Automovil,82,Hyperion,57200
312,hervidor,Comida,27,Aurora,19190
313,lampara,Belleza,76,AstroNexus,88400
314,pega,Ciencia,30,Astro,70460
315,cojin,Juegos,23,Apple,40130
316,batidora,Tecnologia,24,Starlight,86300
317,llave inglesa,Moda,64,CosmicX,39830
318,bolsa,Tecnologia,83,TecniCo,32160
319,tijeras,Juegos,21,Nebula,10770
320,zapatos,Moda,18,Coca-Cola,53210
321,toalla,Tecnologia,88,Nova,69900
322,nevera,Musica,64,Kia,24510
323,regla,Turismo,95,CosmicNexus,75900
324,caja,Comida,0,Cosmic,98230
325,tablet,Tecnologia,5,Pepsi,14080
326,carpeta de archivo,Musica,56,Cosmic,70720
327,decoracion,Turismo,45,NanoTech,54000
328,nevera,Jardineria,54,NebulaPro,35940
329,sierra,Comida,36,Apple,16510
330,toalla,Deporte,1,TecniCo,53770
331,sabana,Juegos,47,CosmicNexus,16730
332,pintura,Juegos,99,Hyperion,48520
333,brocha,Lectura,94,OrbitalNexus,36630
334,sabana,Entretenimiento,61,McDonalds,42640
335,olla a presion,Bricolaje,74,Starlight,25920
336,tablet,Deporte,5,Kia,97240
337,horno,Belleza,94,NebulaTech,12720
338,juguete,Moda,79,Honda,45180
339,silla,Limpieza,96,NanoTech,69080
340,pantalla,Tecnologia,43,Cosmic,22800
341,brocha,Finanzas,6,OrbitalNexus,69000
342,etiquetas,Fotografia,90,Honda,74010
343,reloj,Musica,28,AstroNexus,95010
344,kit de herramientas,Musica,83,CosmicX,84740
345,reloj,Turismo,24,NebulaPro,80580
346,portatil,Musica,10,Sony,63750
347,bol,Arte,96,Orbit,34470
348,pluma,Moda,29,TecniCo,11780
349,bolsa,Jardineria,55,Nike,27780
350,olla a presion,Lectura,17,Microsoft,27340
351,llave inglesa,Turismo,14,Mazda,19420
352,exprimidor,Belleza,86,McDonalds,71930
353,auriculares,Fotografia,11,OrbitalX,54640
354,lapiz,Moda,64,Amazon,46950
355,cortina,Finanzas,94,AstroTech,63960
356,figura,Ciencia,100,Chevrolet,92390
357,marcador,Turismo,13,Nebula,75690
358,pega,Bricolaje,99,Galaxia,31930
359,destornillador,Cine,50,Nova,26680
360,sarten,Turismo,9,Chevrolet,85820
361,olla a presion,Juegos,65,Toyota,24230
362,llave inglesa,Musica,89,Starlight,13170
363,cinta adhesiva,Limpieza,27,Amazon,57920
364,bol,Entretenimiento,80,Nebula,76090
365,lapicero,Jardineria,44,Honda,66280
366,pendrive,Tecnologia,62,Nike,91970
367,calculadora,Bricolaje,86,Apple,55250
368,balon,Entretenimiento,3,Amazon,58640
369,tele,Lectura,44,Starlight,25710
370,marcador,Finanzas,46,Chevrolet,39320
371,caja,Entretenimiento,32,Cosmo,43600
372,estanteria,Belleza,6,NebulaNexus,20490
373,estanteria,Deporte,44,AstroTech,63410
374,tenedor,Ciencia,80,TecniCo,82550
375,licuadora,Turismo,15,Intel,13140
376,mouse,Cine,81,Apple,45770
377,pincel,Musica,40,Hyperion,50590
378,consola,Turismo,29,Toyota,37860
379,portatil,Lectura,27,Astro,55420
380,puzzle,Juegos,43,OrbitalPro,39070
381,bol,Juegos,47,NebulaPro,32560
382,regla,Deporte,98,Nebula,73220
383,cargador,Bricolaje,8,Orbit,82950
384,dron,Lectura,54,OrbitalX,30310
385,gomas,Jardineria,84,AstroTech,83630
386,brocha,Cine,51,NebulaNexus,46360
387,plato,Fotografia,58,Nissan,81360
388,persiana,Limpieza,40,Mazda,41310
389,exprimidor,Finanzas,82,Galaxia,41750
390,cortina,Arte,35,Cosmo,49310
391,licuadora,Belleza,3,Zepto,42680
392,juego de mesa,Limpieza,8,Microsoft,24560
393,caja,Cine,74,Zeno,79110
394,batidora,Tecnologia,94,OrbitalPro,97190
395,candelabro,Cine,29,Orbit,80120
396,calculadora,Finanzas,79,OrbitalNexus,82350
397,teclado,Bricolaje,13,Toyota,69660
398,persiana,Comida,68,Zeno,29620
399,balon,Lectura,13,Nebula,39220
400,bolsillo,Ciencia,60,Nissan,92040
401,cuchillo,Automovil,74,NebulaPro,68940
402,decoracion,Entretenimiento,6,Coca-Cola,23600
403,plato,Finanzas,74,Hyperion,73320
404,puzzle,Turismo,85,Orbital,72040
405,destornillador,Moda,86,NebulaNexus,27210
406,cuadro,Musica,80,Orbit,87720
407,clavos,Juegos,34,Ford,62980
408,cafetera,Musica,69,InterGalactic,78270
409,alfombra,Musica,24,Galaxia,56300
410,papel,Lectura,46,McDonalds,55500
411,camara,Musica,56,Pepsi,34270
412,mochila,Fotografia,25,Intel,43320
413,olla a presion,Belleza,24,OrbitalPro,80860
414,cafetera,Turismo,0,NebulaTech,41150
415,auriculares,Jardineria,93,Astro,34990
416,resaltador,Automovil,95,OrbitalPro,34800
417,toalla,Fotografia,56,Astro,62730
418,pluma,Ciencia,41,Orbit,26800
419,destornillador,Jardineria,24,CosmicWave,44360
420,papel,Finanzas,50,OrbitalNexus,55770
421,cafetera,Lectura,30,Orbit,89960
422,subrayador,Limpieza,57,InterGalactic,45440
423,marcador,Entretenimiento,9,CosmicX,30920
424,sierra,Limpieza,3,Zeno,50720
425,reloj,Belleza,19,NebulaNexus,34070
426,llave inglesa,Turismo,74,Cosmic,89620
427,kit de herramientas,Limpieza,33,AstroNexus,30490
428,corrector,Tecnologia,76,Zepto,72860
429,regla,Moda,43,CosmicWave,44480
430,tostadora,Deporte,46,Honda,26720
431,tenedor de ensalada,Belleza,11,Toyota,30780
432,reloj de pared,Fotografia,84,Starlight,33940
433,corrector,Entretenimiento,14,Mazda,58140
434,clavos,Cine,90,CosmicPro,95250
435,plato,Tecnologia,19,Samsung,96330
436,subrayador,Automovil,83,TecniCo,22210
437,juego de mesa,Moda,94,Kia,17120
438,hervidor,Belleza,18,Pepsi,22330
439,cortina,Fotografia,6,AstroTech,62150
440,subrayador,Deporte,44,NebulaX,77560
441,exprimidor,Ciencia,14,Nova,19540
442,botella,Bricolaje,5,Nebula,83860
443,carpeta de archivo,Ciencia,2,Aurora,79690
444,lampara,Entretenimiento,84,OrbitalX,39310
445,etiquetas,Cine,53,Sony,70470
446,vajilla,Comida,29,CosmicX,92230
447,pincel,Moda,6,Pepsi,63580
448,decoracion,Arte,23,Toyota,87960
449,pluma,Tecnologia,67,Xero,93380
450,celular,Entretenimiento,34,Coca-Cola,81020
451,pincel,Turismo,73,Nova,44370
452,pintura,Finanzas,80,Hyperion,82230
453,martillo,Turismo,59,NanoTech,11780
454,tenedor de ensalada,Fotografia,99,NebulaPro,15730
455,libro,Finanzas,80,Hyundai,33500
456,consola,Moda,77,OrbitalNexus,91430
457,candelabro,Cine,78,Cosmo,11120
458,carpeta de archivo,Automovil,45,Toyota,30140
459,cojin,Arte,54,Nike,18720
460,consola,Deporte,66,Adidas,66420
461,licuadora,Bricolaje,34,Mazda,46290
462,camara,Ciencia,79,Cosmic,37240
463,mu�eco,Cine,68,Hyundai,75240
464,teclado,Cine,100,NebulaX,38390
465,kit de herramientas,Deporte,11,CosmicPro,31750
466,clavos,Comida,73,Zepto,46940
467,pintura,Turismo,83,Kia,36150
468,juego,Tecnologia,44,Starlight,40770
469,cortina,Musica,32,Xero,33520
470,tenedor,Deporte,23,Cosmo,65740
471,kit de herramientas,Deporte,12,Apple,94100
472,tenedor,Fotografia,69,CosmicWave,26180
473,vaso,Lectura,49,NanoTech,12880
474,candelabro,Lectura,31,Intel,61810
475,microondas,Musica,74,Cosmic,58430
476,cargador,Finanzas,86,CosmicNexus,89440
477,pega,Bricolaje,15,Hyperion,59370
478,figura,Ciencia,53,OrbitalX,32140
479,pendrive,Tecnologia,56,NebulaTech,31920
480,cinta adhesiva,Lectura,44,Amazon,30270
481,cojin,Fotografia,22,Intel,75350
482,carpeta,Automovil,59,Hyperion,64860
483,pluma,Cine,83,Samsung,28850
484,mochila,Automovil,16,Zepto,32140
485,almohada,Arte,26,NebulaNexus,21020
486,bolsillo,Cine,10,CosmicNexus,50150
487,lampara,Limpieza,61,CosmicWave,70500
488,silla,Jardineria,80,NanoTech,49830
489,sofa,Tecnologia,6,NanoTech,58910
490,cuaderno,Finanzas,94,Orbital,51190
491,cuchara,Bricolaje,17,NebulaPro,41080
492,cargador,Turismo,19,Pepsi,33850
493,pantalla,Turismo,90,NebulaTech,33760
494,pantalla,Deporte,21,Nova,94710
495,mochila,Cine,19,Adidas,80080
496,calculadora,Deporte,39,Nike,44060
497,cacerola,Limpieza,100,Nike,77000
498,juego de mesa,Jardineria,54,Pepsi,24980
499,puzzle,Arte,8,OrbitalPro,20460
500,auriculares,Moda,60,InterGalactic,52530
501,reloj,Turismo,42,Zepto,27220
502,horno,Entretenimiento,86,Coca-Cola,39220
503,decoracion,Fotografia,56,Starlight,19190
504,gomas,Fotografia,1,Apple,99890
505,candelabro,Lectura,19,OrbitalNexus,38910
506,cuchillo,Belleza,26,OrbitalPro,30340
507,cacerola,Cine,96,OrbitalX,98210
508,kit de herramientas,Moda,49,Nissan,77660
509,kit de herramientas,Cine,24,Cosmo,32190
510,olla,Ciencia,73,Zepto,98850
511,cuadro,Juegos,59,Chevrolet,90530
512,cuchara,Moda,43,Starlight,97290
513,cuchillo,Jardineria,35,Chevrolet,29370
514,vaso,Tecnologia,24,Coca-Cola,14620
515,olla a presion,Turismo,91,Amazon,77660
516,juego,Moda,8,Nova,44910
517,juego de mesa,Finanzas,58,AstroNexus,64550
518,licuadora,Turismo,50,Aurora,18260
519,vajilla,Lectura,94,Kia,11100
520,puzzle,Jardineria,32,McDonalds,23510
521,cuadro,Cine,29,Galaxia,67850
522,licuadora,Musica,51,Chevrolet,89930
523,zapatos,Finanzas,96,Coca-Cola,29930
524,carpeta,Ciencia,73,CosmicPro,41140
525,batidora,Arte,43,McDonalds,99510
526,candelabro,Comida,90,OrbitalNexus,52790
527,olla,Tecnologia,9,Toyota,94510
528,plato,Jardineria,65,CosmicWave,38410
529,pluma,Automovil,8,CosmicPro,75530
530,teclado,Turismo,58,Quasar,47660
531,cuadro,Entretenimiento,12,TecniCo,23120
532,botella,Ciencia,14,Starlight,95150
533,dron,Fotografia,80,Nike,11970
534,cuchara,Tecnologia,91,Coca-Cola,81340
535,sarten,Entretenimiento,34,NebulaPro,11960
536,cortina,Moda,81,CosmicNexus,33210
537,plato,Bricolaje,15,CosmicX,75250
538,destornillador,Finanzas,88,CosmicWave,39350
539,cuadro,Deporte,26,Ford,13250
540,vajilla,Moda,67,NebulaTech,99340
541,bol,Deporte,0,NebulaNexus,20390
542,alfombra,Turismo,0,Chevrolet,73900
543,alfombra,Entretenimiento,82,CosmicPro,92720
544,clavos,Tecnologia,88,Starlight,35370
545,mouse,Juegos,20,Honda,41210
546,zapatos,Lectura,62,Astro,51100
547,cargador,Tecnologia,45,Mazda,76410
548,cuadro,Comida,57,Orbit,61380
549,zapatos,Fotografia,42,CosmicPro,46240
550,plato,Ciencia,9,OrbitalNexus,51470
551,tele,Cine,97,CosmicX,79600
552,puzzle,Fotografia,77,Microsoft,31100
553,tijeras,Turismo,59,InterGalactic,88610
554,bol,Musica,36,OrbitalPro,61240
555,olla a presion,Jardineria,8,Quasar,25830
556,pincel,Tecnologia,73,Mazda,42090
557,mueble,Fotografia,63,AstroNexus,95090
558,carpeta de archivo,Limpieza,91,Cosmic,51530
559,calculadora,Jardineria,75,McDonalds,58450
560,libro,Comida,75,Nebula,83100
561,pluma,Jardineria,55,Aurora,53220
562,libro,Musica,65,Nova,65110
563,candelabro,Turismo,67,Hyperion,74910
564,zapatos,Comida,30,Microsoft,83320
565,pintura,Moda,9,NebulaPro,69430
566,teclado,Lectura,24,CosmicWave,62070
567,espejo,Entretenimiento,42,NebulaX,55700
568,marcador,Musica,68,Toyota,98410
569,hervidor,Belleza,15,Cosmo,68060
570,herramientataladro,Belleza,20,Hyundai,18540
571,olla,Bricolaje,100,AstroNexus,23040
572,papel,Comida,8,Intel,68690
573,gomas,Limpieza,5,NebulaX,65460
574,bol,Fotografia,59,Xero,26690
575,lapiz,Arte,80,Xero,16450
576,herramientataladro,Bricolaje,73,Mazda,44220
577,herramientataladro,Bricolaje,23,AstroTech,15560
578,carpeta de archivo,Lectura,94,Orbit,55800
579,bol,Jardineria,30,CosmicWave,17290
580,maletin,Comida,90,Ventura,80170
581,toalla,Bricolaje,100,McDonalds,47300
582,lapiz,Jardineria,56,Amazon,17360
583,reloj de pared,Musica,83,Ventura,68450
584,mueble,Entretenimiento,18,Pepsi,57930
585,impresora,Tecnologia,100,TecniCo,14760
586,etiquetas,Belleza,69,Honda,52220
587,horno,Tecnologia,46,Cosmo,70930
588,exprimidor,Entretenimiento,61,McDonalds,16940
589,maletin,Musica,82,Astro,52950
590,llave inglesa,Lectura,41,CosmicNexus,60140
591,cuaderno,Ciencia,20,Chevrolet,88130
592,herramientataladro,Lectura,13,Zeno,47120
593,lapiz,Finanzas,95,Sony,33360
594,resaltador,Musica,45,Ford,73770
595,decoracion,Arte,28,Nissan,56420
596,reloj,Finanzas,45,InterGalactic,84580
597,mochila,Comida,8,Hyundai,50420
598,bolsillo,Bricolaje,39,Amazon,49120
599,silla,Musica,70,Samsung,28680
600,sofa,Automovil,89,Cosmic,34980
601,juego,Entretenimiento,37,NanoTech,80900
602,espejo,Entretenimiento,70,Honda,84940
603,exprimidor,Finanzas,18,Cosmo,56340
604,horno,Finanzas,50,Orbit,53470
605,martillo,Cine,69,Hyperion,13380
606,nevera,Limpieza,39,Kia,59380
607,persiana,Deporte,56,Nebula,22170
608,alfombra,Comida,13,Nebula,35180
609,lapiz,Automovil,78,Astro,88240
610,resaltador,Deporte,96,Zeno,67320
611,pantalla,Comida,34,Amazon,82940
612,subrayador,Bricolaje,92,Starlight,70620
613,figura,Limpieza,58,OrbitalPro,80760
614,nevera,Jardineria,39,NebulaPro,79260
615,horno,Bricolaje,11,Microsoft,16100
